address,is_sybil,cluster_id,operator_id,difficulty_level,difficulty_tags
0x000000000000000000000000000000000010002d,0,-1,-1,1,L1
0x000000000000000000000000000000000010002e,0,-1,-1,1,L1
0x000000000000000000000000000000000010002f,0,-1,-1,1,L1
0x0000000000000000000000000000000000100030,0,-1,-1,1,L1
0x0000000000000000000000000000000000100031,0,-1,-1,1,L1
0x0000000000000000000000000000000000100032,0,-1,-1,1,L1
0x0000000000000000000000000000000000100033,0,-1,-1,1,L1
0x0000000000000000000000000000000000100034,0,-1,-1,1,L1
0x0000000000000000000000000000000000100035,0,-1,-1,1,L1
0x0000000000000000000000000000000000100036,0,-1,-1,1,L1
0x0000000000000000000000000000000000100037,0,-1,-1,1,L1
0x0000000000000000000000000000000000100038,0,-1,-1,1,L1
0x0000000000000000000000000000000000100039,0,-1,-1,1,L1
0x000000000000000000000000000000000010003a,0,-1,-1,1,L1
0x000000000000000000000000000000000010003b,0,-1,-1,1,L1
0x000000000000000000000000000000000010003c,0,-1,-1,1,L1
0x000000000000000000000000000000000010003d,0,-1,-1,1,L1
0x000000000000000000000000000000000010003e,0,-1,-1,1,L1
0x000000000000000000000000000000000010003f,0,-1,-1,1,L1
0x0000000000000000000000000000000000100040,0,-1,-1,1,L1
0x0000000000000000000000000000000000100041,0,-1,-1,1,L1
0x0000000000000000000000000000000000100042,0,-1,-1,1,L1
0x0000000000000000000000000000000000100043,0,-1,-1,1,L1
0x0000000000000000000000000000000000100044,0,-1,-1,1,L1
0x0000000000000000000000000000000000100045,0,-1,-1,1,L1
0x0000000000000000000000000000000000100046,0,-1,-1,1,L1
0x0000000000000000000000000000000000100047,0,-1,-1,1,L1
0x0000000000000000000000000000000000100048,0,-1,-1,1,L1
0x0000000000000000000000000000000000100049,0,-1,-1,1,L1
0x000000000000000000000000000000000010004a,0,-1,-1,1,L1
0x000000000000000000000000000000000010004b,0,-1,-1,1,L1
0x000000000000000000000000000000000010004c,0,-1,-1,1,L1
0x000000000000000000000000000000000010004d,0,-1,-1,1,L1
0x000000000000000000000000000000000010004e,0,-1,-1,1,L1
0x000000000000000000000000000000000010004f,0,-1,-1,1,L1
0x0000000000000000000000000000000000100050,0,-1,-1,1,L1
0x0000000000000000000000000000000000100051,0,-1,-1,1,L1
0x0000000000000000000000000000000000100052,0,-1,-1,1,L1
0x0000000000000000000000000000000000100053,0,-1,-1,1,L1
0x0000000000000000000000000000000000100054,0,-1,-1,1,L1
0x0000000000000000000000000000000000100055,0,-1,-1,1,L1
0x0000000000000000000000000000000000100056,0,-1,-1,1,L1
0x0000000000000000000000000000000000100057,0,-1,-1,1,L1
0x0000000000000000000000000000000000100058,0,-1,-1,1,L1
0x0000000000000000000000000000000000100059,0,-1,-1,1,L1
0x000000000000000000000000000000000010005a,0,-1,-1,1,L1
0x000000000000000000000000000000000010005b,0,-1,-1,1,L1
0x000000000000000000000000000000000010005c,0,-1,-1,1,L1
0x000000000000000000000000000000000010005d,0,-1,-1,1,L1
0x000000000000000000000000000000000010005e,0,-1,-1,1,L1
0x000000000000000000000000000000000010005f,0,-1,-1,1,L1
0x0000000000000000000000000000000000100060,0,-1,-1,1,L1
0x0000000000000000000000000000000000100061,0,-1,-1,1,L1
0x0000000000000000000000000000000000100062,0,-1,-1,1,L1
0x0000000000000000000000000000000000100063,0,-1,-1,1,L1
0x0000000000000000000000000000000000100064,0,-1,-1,1,L1
0x0000000000000000000000000000000000100065,0,-1,-1,1,L1
0x0000000000000000000000000000000000100066,0,-1,-1,1,L1
0x0000000000000000000000000000000000100067,0,-1,-1,1,L1
0x0000000000000000000000000000000000100068,0,-1,-1,1,L1
0x0000000000000000000000000000000000100069,0,-1,-1,1,L1
0x000000000000000000000000000000000010006a,0,-1,-1,1,L1
0x000000000000000000000000000000000010006b,0,-1,-1,1,L1
0x000000000000000000000000000000000010006c,0,-1,-1,1,L1
0x000000000000000000000000000000000010006d,0,-1,-1,1,L1
0x000000000000000000000000000000000010006e,0,-1,-1,1,L1
0x000000000000000000000000000000000010006f,0,-1,-1,1,L1
0x0000000000000000000000000000000000100070,0,-1,-1,1,L1
0x0000000000000000000000000000000000100071,0,-1,-1,1,L1
0x0000000000000000000000000000000000100072,0,-1,-1,1,L1
0x0000000000000000000000000000000000100073,0,-1,-1,1,L1
0x0000000000000000000000000000000000100074,0,-1,-1,1,L1
0x0000000000000000000000000000000000100075,0,-1,-1,1,L1
0x0000000000000000000000000000000000100076,0,-1,-1,1,L1
0x0000000000000000000000000000000000100077,0,-1,-1,1,L1
0x0000000000000000000000000000000000100078,0,-1,-1,1,L1
0x0000000000000000000000000000000000100079,0,-1,-1,1,L1
0x000000000000000000000000000000000010007a,0,-1,-1,1,L1
0x000000000000000000000000000000000010007b,0,-1,-1,1,L1
0x000000000000000000000000000000000010007c,0,-1,-1,1,L1
0x000000000000000000000000000000000010007d,0,-1,-1,1,L1
0x000000000000000000000000000000000010007e,0,-1,-1,1,L1
0x000000000000000000000000000000000010007f,0,-1,-1,1,L1
0x0000000000000000000000000000000000100080,0,-1,-1,1,L1
0x0000000000000000000000000000000000100081,0,-1,-1,1,L1
0x0000000000000000000000000000000000100082,0,-1,-1,1,L1
0x0000000000000000000000000000000000100083,0,-1,-1,1,L1
0x0000000000000000000000000000000000100084,0,-1,-1,1,L1
0x0000000000000000000000000000000000100085,0,-1,-1,1,L1
0x0000000000000000000000000000000000100086,0,-1,-1,1,L1
0x0000000000000000000000000000000000100087,0,-1,-1,1,L1
0x0000000000000000000000000000000000100088,0,-1,-1,1,L1
0x0000000000000000000000000000000000100089,0,-1,-1,1,L1
0x000000000000000000000000000000000010008a,0,-1,-1,1,L1
0x000000000000000000000000000000000010008b,0,-1,-1,1,L1
0x000000000000000000000000000000000010008c,0,-1,-1,1,L1
0x000000000000000000000000000000000010008d,0,-1,-1,1,L1
0x000000000000000000000000000000000010008e,0,-1,-1,1,L1
0x000000000000000000000000000000000010008f,0,-1,-1,1,L1
0x0000000000000000000000000000000000100090,0,-1,-1,1,L1
0x0000000000000000000000000000000000100091,0,-1,-1,1,L1
0x0000000000000000000000000000000000100092,0,-1,-1,1,L1
0x0000000000000000000000000000000000100093,0,-1,-1,1,L1
0x0000000000000000000000000000000000100094,0,-1,-1,1,L1
0x0000000000000000000000000000000000100095,0,-1,-1,1,L1
0x0000000000000000000000000000000000100096,0,-1,-1,1,L1
0x0000000000000000000000000000000000100097,0,-1,-1,1,L1
0x0000000000000000000000000000000000100098,0,-1,-1,1,L1
0x0000000000000000000000000000000000100099,0,-1,-1,1,L1
0x000000000000000000000000000000000010009a,0,-1,-1,1,L1
0x000000000000000000000000000000000010009b,0,-1,-1,1,L1
0x000000000000000000000000000000000010009c,0,-1,-1,1,L1
0x000000000000000000000000000000000010009d,0,-1,-1,1,L1
0x000000000000000000000000000000000010009e,0,-1,-1,1,L1
0x000000000000000000000000000000000010009f,0,-1,-1,1,L1
0x00000000000000000000000000000000001000a0,0,-1,-1,1,L1
0x00000000000000000000000000000000001000a1,0,-1,-1,1,L1
0x00000000000000000000000000000000001000a2,0,-1,-1,1,L1
0x00000000000000000000000000000000001000a3,0,-1,-1,1,L1
0x00000000000000000000000000000000001000a4,0,-1,-1,1,L1
0x00000000000000000000000000000000001000a5,0,-1,-1,1,L1
0x00000000000000000000000000000000001000a6,0,-1,-1,1,L1
0x00000000000000000000000000000000001000a7,0,-1,-1,1,L1
0x00000000000000000000000000000000001000a8,0,-1,-1,1,L1
0x00000000000000000000000000000000001000a9,0,-1,-1,1,L1
0x00000000000000000000000000000000001000aa,0,-1,-1,1,L1
0x00000000000000000000000000000000001000ab,0,-1,-1,1,L1
0x00000000000000000000000000000000001000ac,0,-1,-1,1,L1
0x00000000000000000000000000000000001000ad,0,-1,-1,1,L1
0x00000000000000000000000000000000001000ae,0,-1,-1,1,L1
0x00000000000000000000000000000000001000af,0,-1,-1,1,L1
0x00000000000000000000000000000000001000b0,0,-1,-1,1,L1
0x00000000000000000000000000000000001000b1,0,-1,-1,1,L1
0x00000000000000000000000000000000001000b2,0,-1,-1,1,L1
0x00000000000000000000000000000000001000b3,0,-1,-1,1,L1
0x00000000000000000000000000000000001000b4,0,-1,-1,1,L1
0x00000000000000000000000000000000001000b5,0,-1,-1,1,L1
0x00000000000000000000000000000000001000b6,0,-1,-1,1,L1
0x00000000000000000000000000000000001000b7,0,-1,-1,1,L1
0x00000000000000000000000000000000001000b8,0,-1,-1,1,L1
0x00000000000000000000000000000000001000b9,0,-1,-1,1,L1
0x00000000000000000000000000000000001000ba,0,-1,-1,1,L1
0x00000000000000000000000000000000001000bb,0,-1,-1,1,L1
0x00000000000000000000000000000000001000bc,0,-1,-1,1,L1
0x00000000000000000000000000000000001000bd,0,-1,-1,1,L1
0x00000000000000000000000000000000001000be,0,-1,-1,1,L1
0x00000000000000000000000000000000001000bf,0,-1,-1,1,L1
0x00000000000000000000000000000000001000c0,0,-1,-1,1,L1
0x00000000000000000000000000000000001000c1,0,-1,-1,1,L1
0x00000000000000000000000000000000001000c2,0,-1,-1,1,L1
0x00000000000000000000000000000000001000c3,0,-1,-1,1,L1
0x00000000000000000000000000000000001000c4,0,-1,-1,1,L1
0x00000000000000000000000000000000001000c5,0,-1,-1,1,L1
0x00000000000000000000000000000000001000c6,0,-1,-1,1,L1
0x00000000000000000000000000000000001000c7,0,-1,-1,1,L1
0x00000000000000000000000000000000001000c8,0,-1,-1,1,L1
0x00000000000000000000000000000000001000c9,0,-1,-1,1,L1
0x00000000000000000000000000000000001000ca,0,-1,-1,1,L1
0x00000000000000000000000000000000001000cb,0,-1,-1,1,L1
0x00000000000000000000000000000000001000cc,0,-1,-1,1,L1
0x00000000000000000000000000000000001000cd,0,-1,-1,1,L1
0x00000000000000000000000000000000001000ce,0,-1,-1,1,L1
0x00000000000000000000000000000000001000cf,0,-1,-1,1,L1
0x00000000000000000000000000000000001000d0,0,-1,-1,1,L1
0x00000000000000000000000000000000001000d1,0,-1,-1,1,L1
0x00000000000000000000000000000000001000d2,0,-1,-1,1,L1
0x00000000000000000000000000000000001000d3,0,-1,-1,1,L1
0x00000000000000000000000000000000001000d4,0,-1,-1,1,L1
0x00000000000000000000000000000000001000d5,0,-1,-1,1,L1
0x00000000000000000000000000000000001000d6,0,-1,-1,1,L1
0x00000000000000000000000000000000001000d7,0,-1,-1,1,L1
0x00000000000000000000000000000000001000d8,0,-1,-1,1,L1
0x00000000000000000000000000000000001000d9,0,-1,-1,1,L1
0x00000000000000000000000000000000001000da,0,-1,-1,1,L1
0x00000000000000000000000000000000001000db,0,-1,-1,1,L1
0x00000000000000000000000000000000001000dc,0,-1,-1,1,L1
0x00000000000000000000000000000000001000dd,0,-1,-1,1,L1
0x00000000000000000000000000000000001000de,0,-1,-1,1,L1
0x00000000000000000000000000000000001000df,0,-1,-1,1,L1
0x00000000000000000000000000000000001000e0,0,-1,-1,1,L1
0x00000000000000000000000000000000001000e1,0,-1,-1,1,L1
0x00000000000000000000000000000000001000e2,0,-1,-1,1,L1
0x00000000000000000000000000000000001000e3,0,-1,-1,1,L1
0x00000000000000000000000000000000001000e4,0,-1,-1,1,L1
0x00000000000000000000000000000000001000e5,0,-1,-1,1,L1
0x00000000000000000000000000000000001000e6,0,-1,-1,1,L1
0x00000000000000000000000000000000001000e7,0,-1,-1,1,L1
0x00000000000000000000000000000000001000e8,0,-1,-1,1,L1
0x00000000000000000000000000000000001000e9,0,-1,-1,1,L1
0x00000000000000000000000000000000001000ea,0,-1,-1,1,L1
0x00000000000000000000000000000000001000eb,0,-1,-1,1,L1
0x00000000000000000000000000000000001000ec,0,-1,-1,1,L1
0x00000000000000000000000000000000001000ed,0,-1,-1,1,L1
0x00000000000000000000000000000000001000ee,0,-1,-1,1,L1
0x00000000000000000000000000000000001000ef,0,-1,-1,1,L1
0x00000000000000000000000000000000001000f0,0,-1,-1,1,L1
0x00000000000000000000000000000000001000f1,0,-1,-1,1,L1
0x00000000000000000000000000000000001000f2,0,-1,-1,1,L1
0x00000000000000000000000000000000001000f3,0,-1,-1,1,L1
0x00000000000000000000000000000000001000f4,0,-1,-1,1,L1
0x00000000000000000000000000000000001000f5,0,-1,-1,1,L1
0x00000000000000000000000000000000001000f6,0,-1,-1,1,L1
0x00000000000000000000000000000000001000f7,0,-1,-1,1,L1
0x00000000000000000000000000000000001000f8,0,-1,-1,1,L1
0x00000000000000000000000000000000001000f9,0,-1,-1,1,L1
0x00000000000000000000000000000000001000fa,0,-1,-1,1,L1
0x00000000000000000000000000000000001000fb,0,-1,-1,1,L1
0x00000000000000000000000000000000001000fc,0,-1,-1,1,L1
0x00000000000000000000000000000000001000fd,0,-1,-1,1,L1
0x00000000000000000000000000000000001000fe,0,-1,-1,1,L1
0x00000000000000000000000000000000001000ff,0,-1,-1,1,L1
0x0000000000000000000000000000000000100100,0,-1,-1,1,L1
0x0000000000000000000000000000000000100101,0,-1,-1,1,L1
0x0000000000000000000000000000000000100102,0,-1,-1,1,L1
0x0000000000000000000000000000000000100103,0,-1,-1,1,L1
0x0000000000000000000000000000000000100104,0,-1,-1,1,L1
0x0000000000000000000000000000000000100105,0,-1,-1,1,L1
0x0000000000000000000000000000000000100106,0,-1,-1,1,L1
0x0000000000000000000000000000000000100107,0,-1,-1,1,L1
0x0000000000000000000000000000000000100108,0,-1,-1,1,L1
0x0000000000000000000000000000000000100109,0,-1,-1,1,L1
0x000000000000000000000000000000000010010a,0,-1,-1,1,L1
0x000000000000000000000000000000000010010b,0,-1,-1,1,L1
0x000000000000000000000000000000000010010c,0,-1,-1,1,L1
0x000000000000000000000000000000000010010d,0,-1,-1,1,L1
0x000000000000000000000000000000000010010e,0,-1,-1,1,L1
0x000000000000000000000000000000000010010f,0,-1,-1,1,L1
0x0000000000000000000000000000000000100110,0,-1,-1,1,L1
0x0000000000000000000000000000000000100111,0,-1,-1,1,L1
0x0000000000000000000000000000000000100112,0,-1,-1,1,L1
0x0000000000000000000000000000000000100113,0,-1,-1,1,L1
0x0000000000000000000000000000000000100114,0,-1,-1,1,L1
0x0000000000000000000000000000000000100115,0,-1,-1,1,L1
0x0000000000000000000000000000000000100116,0,-1,-1,1,L1
0x0000000000000000000000000000000000100117,0,-1,-1,1,L1
0x0000000000000000000000000000000000100118,0,-1,-1,1,L1
0x0000000000000000000000000000000000100119,0,-1,-1,1,L1
0x000000000000000000000000000000000010011a,0,-1,-1,1,L1
0x000000000000000000000000000000000010011b,0,-1,-1,1,L1
0x000000000000000000000000000000000010011c,0,-1,-1,1,L1
0x000000000000000000000000000000000010011d,0,-1,-1,1,L1
0x000000000000000000000000000000000010011e,0,-1,-1,1,L1
0x000000000000000000000000000000000010011f,0,-1,-1,1,L1
0x0000000000000000000000000000000000100120,0,-1,-1,1,L1
0x0000000000000000000000000000000000100121,0,-1,-1,1,L1
0x0000000000000000000000000000000000100122,0,-1,-1,1,L1
0x0000000000000000000000000000000000100123,0,-1,-1,1,L1
0x0000000000000000000000000000000000100124,0,-1,-1,1,L1
0x0000000000000000000000000000000000100125,0,-1,-1,1,L1
0x0000000000000000000000000000000000100126,0,-1,-1,1,L1
0x0000000000000000000000000000000000100127,0,-1,-1,1,L1
0x0000000000000000000000000000000000100128,0,-1,-1,1,L1
0x0000000000000000000000000000000000100129,0,-1,-1,1,L1
0x000000000000000000000000000000000010012a,0,-1,-1,1,L1
0x000000000000000000000000000000000010012b,0,-1,-1,1,L1
0x0000000000000000000000000000000000a00000,1,0,0,1,L1
0x0000000000000000000000000000000000a00001,1,0,0,1,L1
0x0000000000000000000000000000000000a00002,1,0,0,1,L1
0x0000000000000000000000000000000000a00003,1,0,0,1,L1
0x0000000000000000000000000000000000a00004,1,0,0,1,L1
0x0000000000000000000000000000000000a00005,1,0,0,1,L1
0x0000000000000000000000000000000000a00006,1,0,0,1,L1
0x0000000000000000000000000000000000a00007,1,0,0,1,L1
0x0000000000000000000000000000000000a00008,1,0,0,1,L1
0x0000000000000000000000000000000000a00009,1,0,0,1,L1
0x0000000000000000000000000000000000a003e8,1,1,0,1,L1
0x0000000000000000000000000000000000a003e9,1,1,0,1,L1
0x0000000000000000000000000000000000a003ea,1,1,0,1,L1
0x0000000000000000000000000000000000a003eb,1,1,0,1,L1
0x0000000000000000000000000000000000a003ec,1,1,0,1,L1
0x0000000000000000000000000000000000a003ed,1,1,0,1,L1
0x0000000000000000000000000000000000a003ee,1,1,0,1,L1
0x0000000000000000000000000000000000a003ef,1,1,0,1,L1
0x0000000000000000000000000000000000a003f0,1,1,0,1,L1
0x0000000000000000000000000000000000a003f1,1,1,0,1,L1
0x0000000000000000000000000000000000a007d0,1,2,1,1,L1
0x0000000000000000000000000000000000a007d1,1,2,1,1,L1
0x0000000000000000000000000000000000a007d2,1,2,1,1,L1
0x0000000000000000000000000000000000a007d3,1,2,1,1,L1
0x0000000000000000000000000000000000a007d4,1,2,1,1,L1
0x0000000000000000000000000000000000a007d5,1,2,1,1,L1
0x0000000000000000000000000000000000a007d6,1,2,1,1,L1
0x0000000000000000000000000000000000a007d7,1,2,1,1,L1
0x0000000000000000000000000000000000a007d8,1,2,1,1,L1
0x0000000000000000000000000000000000a007d9,1,2,1,1,L1
0x0000000000000000000000000000000000a00bb8,1,3,1,1,L1
0x0000000000000000000000000000000000a00bb9,1,3,1,1,L1
0x0000000000000000000000000000000000a00bba,1,3,1,1,L1
0x0000000000000000000000000000000000a00bbb,1,3,1,1,L1
0x0000000000000000000000000000000000a00bbc,1,3,1,1,L1
0x0000000000000000000000000000000000a00bbd,1,3,1,1,L1
0x0000000000000000000000000000000000a00bbe,1,3,1,1,L1
0x0000000000000000000000000000000000a00bbf,1,3,1,1,L1
0x0000000000000000000000000000000000a00bc0,1,3,1,1,L1
0x0000000000000000000000000000000000a00bc1,1,3,1,1,L1
0x0000000000000000000000000000000000a00fa0,1,4,2,1,L1
0x0000000000000000000000000000000000a00fa1,1,4,2,1,L1
0x0000000000000000000000000000000000a00fa2,1,4,2,1,L1
0x0000000000000000000000000000000000a00fa3,1,4,2,1,L1
0x0000000000000000000000000000000000a00fa4,1,4,2,1,L1
0x0000000000000000000000000000000000a00fa5,1,4,2,1,L1
0x0000000000000000000000000000000000a00fa6,1,4,2,1,L1
0x0000000000000000000000000000000000a00fa7,1,4,2,1,L1
0x0000000000000000000000000000000000a00fa8,1,4,2,1,L1
0x0000000000000000000000000000000000a00fa9,1,4,2,1,L1
